	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_1_1	0	0.00931906608451127	0.00357748011028792	0.00981913839164725	0.00405127268004636	0.0113306515563129	0.0130711170340213	0.0109066463109157	0.0100721387174779	0.00953693682392101	0.0171345333959187	0.00737145445069624	0.0231902307127027	0.0246768200292807	0.00551870819558127	0.0200775871557455	0.0113715390562544	0.0225899088746099	0.0232175934349979	0.0115987204521185	0.019465268389985	0.0260180282763058	0.0211074509397225	0.0129993734876808	0.0142214189230248	0.0188763061667996	0.0046889565143401	0.00965456065185926	0.00646603178103183	0.00788058873632332	0.00901569809537745	0.00740544336100156	0.00457234111407752	0.0101108074554139	0.0118893315639796	0.00798001477831882	0.0108402839166636	0.00905036235069542	0.00855253330327835	0.00839122608721857	0.00698381613761731	0.00943785334038363	0.0114246862143432	0.0177839163607199	0.0109238951446808	0.00842905753724416	0.00688609855359324	0.0117058382121274	0.00933549426401515	0.00772149660735685	0.0204759300335343	0.0104260273150154	0.00288981368643689	0.00550799107085031	0.0124269484432672	0.00784999333607628	0.00160881284668328	0.0090912910293296	0.00499203238784999	0.00881142894112238	0.00339166098290494	0.00824064535127372	0.0104801249215393	0.0107127477028263	0.010414234945217	0.00985096675154513	0.0122025713565737	0.0202283048990288	0.0161802641918386	0.0174525111753325	0.201693854251272	0.208702994977603	0.157782772030659
HMEC_4_1_2	0.00931906608451127	0	0.011218262311435	0.00758055446136816	0.00546565019875686	0.00639278932484774	0.0117930260022009	0.00928384245541379	0.00910815273891769	0.0110041358499718	0.0110264337324786	0.00603961831138097	0.0201967815055005	0.017655348545211	0.00673253153655467	0.0149650180567883	0.00685211281321275	0.0179230091184264	0.0159426836903828	0.00597235151578834	0.0172955734335551	0.0217724122647949	0.0168544334977762	0.0103149493395275	0.00561698816900912	0.0120687266495445	0.00686940350927816	0.00599237504053362	0.00877873069742291	0.0085260071542239	0.0023112511523575	0.0058781001672128	0.0070048310862178	0.00723564663673159	0.00605609956992698	0.0139896627551952	0.00582588973441573	0.000270556043827529	0.00446440491566264	0.00696132178055448	0.00648692733977275	0.00950889374201034	0.00480417467200717	0.0123380710194504	0.00439040062112149	0.0011108219050534	0.00319861450412364	0.00808097119650064	0.0100178903107639	0.0044696250939039	0.0149412949777361	0.00617726395836924	0.00643426755110134	0.00393242481685189	0.00311693299532126	0.00848985878887043	0.00783510323579845	0.00434480493224801	0.00980765847885725	0.00329220536192499	0.00616931285046871	0.00494813730846707	0.00810774726999857	0.0014376258203627	0.00339194107021581	0.000745414599609448	0.00740625174528579	0.0164590623211859	0.011415944441551	0.0132731199173219	0.199338185223549	0.206163555752667	0.155218829248982
HMEC_4_1_3	0.00357748011028792	0.011218262311435	0	0.0132328718976752	0.00583188525632265	0.0144754751860385	0.0166328261016524	0.0144156882181815	0.013600885517509	0.0131060173290513	0.0202837991163432	0.010692647053418	0.0267436864243127	0.0277287243634147	0.00894716467544016	0.0234285380435991	0.0145837025381916	0.0260177019051578	0.0261921853606277	0.0146424768637741	0.023033803650094	0.0295061172432841	0.0245650833003334	0.016481378485473	0.0166135163119025	0.021914353612884	0.00471383711014561	0.00947322210847998	0.0100416968594389	0.00648834116186033	0.0101947836605841	0.0107013913855117	0.00455502727752892	0.0134695726750992	0.014912582567394	0.00443185288349524	0.0139401271659132	0.0109523531800263	0.011573242146273	0.0118018090025452	0.0103747657180554	0.0130011885772564	0.0142613948215492	0.0210557416892842	0.013741499612385	0.0101651233534279	0.00951708003723796	0.0150544816582886	0.0129113423796812	0.0107579481461503	0.0237720964463766	0.013618825884264	0.00532442891043364	0.00796078730924512	0.0141556779003334	0.0114013640376728	0.0048335972840025	0.0120653458985185	0.00277306234125289	0.0115797933721658	0.00516634251813237	0.00846434117776746	0.0139120183594497	0.0124571826370068	0.0112676046464818	0.0118756199392325	0.0154156941311623	0.0237203393915019	0.0195178891279359	0.0208786364037821	0.205182148573449	0.212193885647572	0.161305249931064
HMEC_4_2_1	0.00981913839164725	0.00758055446136816	0.0132328718976752	0	0.008560584238828	0.00270869151980283	0.00430262421663071	0.00171942734371953	0.00163044683754914	0.00416869046459847	0.00770837867695823	0.0026165523584967	0.0138236034544569	0.0152871700299763	0.00430247863054969	0.010270523872974	0.0023465337420395	0.0127890061224032	0.0140297442259989	0.00342938241750209	0.0103936877811101	0.0163097034675379	0.0113411007276521	0.00335028255612936	0.0080119190457509	0.00967408322896834	0.0110075102736235	0.0129480223872109	0.00418478607199726	0.01411934350878	0.00957558565317881	0.0026585691055283	0.0110503403927491	0.000611184213907083	0.00371023045598679	0.0173564513030736	0.00272842416443712	0.00752322736269882	0.00314285829261622	0.0014317931968547	0.00285873437720422	0.00243330793244056	0.0044205071557932	0.00807650976582392	0.00431092551201042	0.00793800875469353	0.00536283749548245	0.00197943615144198	0.00309700245765862	0.00344908854620451	0.0107145585650383	0.00197667857284664	0.00823383557628122	0.00651802360262245	0.00932686343573701	0.00268664703676883	0.00840086282492425	0.00325223980572625	0.0134257811028951	0.00428888772761844	0.00887696974257886	0.0114995441473326	0.000701536757067607	0.00848807670444446	0.0109322203393194	0.0072817652376559	0.00296843331318841	0.0105421112487338	0.00639526920952497	0.00764781505830455	0.193160373774709	0.200088066878601	0.149080978185129
HMEC_4_2_2	0.00405127268004636	0.00546565019875686	0.00583188525632265	0.008560584238828	0	0.00912821128465317	0.012606662086633	0.0100824071931698	0.00944776521404058	0.0100323540483282	0.0148251625995546	0.00596788134822672	0.0223811439736102	0.0221129702807326	0.00489682800596292	0.0182778533164784	0.00934339219409654	0.0210404128133484	0.0205204143272496	0.00915473814988627	0.01891845348399	0.0247131368672586	0.0197045419223769	0.0119072520792444	0.0107826536927829	0.016317356463888	0.00245237416251598	0.00613982223890154	0.00689725047675914	0.00578367514081414	0.00496514390094756	0.00590718360344955	0.00249001194480038	0.00861110632025545	0.00939458195681022	0.00920265053786634	0.00854591261676948	0.00519562271098724	0.00617836575415701	0.00723578333149671	0.00591011618332976	0.00922472216387736	0.00858887363920998	0.0157751788266135	0.00806500699383118	0.00447964359793824	0.0038473701796307	0.0100886963460899	0.00941200918976214	0.00544215850409941	0.0185038129877217	0.00838351319932586	0.0013294407141799	0.00227825811258372	0.008514366535343	0.00765053867123227	0.00287004911879599	0.00658573040612885	0.00503644440814619	0.00592224759007284	0.000705770985874196	0.00457759631193185	0.00926050986290704	0.00679333229349449	0.006389686903918	0.00608446006457096	0.0101487572079792	0.0190115316033594	0.0143968227822808	0.0159693314610618	0.201557743046103	0.208484956713997	0.157545372124744
HMEC_4_2_3	0.0113306515563129	0.00639278932484774	0.0144754751860385	0.00270869151980283	0.00912821128465317	0	0.00584707354453064	0.00381005974303772	0.00418316322515646	0.00684494411120086	0.0058163302362031	0.00407356487342499	0.0138601223775981	0.0133527186115859	0.00601535997140576	0.0091613711219351	0.000532667868542017	0.0119823427636509	0.0119328033569033	0.000760184404150082	0.010907060683256	0.0157405450106293	0.010739876843726	0.00406620579497927	0.0053954224390838	0.00756605540805593	0.0114448641056378	0.0122789823011209	0.00661031290023883	0.0141437633123377	0.00865096150523277	0.00399796988559303	0.0115225518360794	0.00209755791104951	0.00100926015839255	0.0182921925796998	0.000607540495457202	0.00643092863598558	0.00295303164859269	0.00353683992715629	0.00460075659285827	0.00511630517386007	0.00202306411855326	0.00664941432738224	0.00216700683733109	0.00708827028994157	0.00535396611989746	0.00185260227466364	0.005785705240828	0.00373388936021847	0.00937947692041084	0.00095214009478788	0.00919332298484137	0.00686375825502868	0.00733558768810422	0.00526550292676211	0.00977463743953127	0.00256652877370431	0.0141629140429626	0.00346427324301743	0.00961277406432976	0.0110150584855206	0.00270977925123032	0.00690383385740098	0.0097540547245258	0.00587573002987563	0.00106299399238137	0.0102042395154192	0.00532103654884641	0.00704270947882588	0.193223002486531	0.200091190263226	0.149089407969135
HMEC_4_G2_3E_1	0.0130711170340213	0.0117930260022009	0.0166328261016524	0.00430262421663071	0.012606662086633	0.00584707354453064	0	0.00259883662346344	0.00316145213841191	0.00408592939954192	0.00765160310926515	0.00668641676977254	0.0101251360644839	0.0144119510360858	0.00788266798790553	0.00835967465747697	0.00531443658552319	0.0101568133112502	0.0135943279306517	0.00655607106291308	0.0064146246953258	0.0131764887933223	0.00854392660943007	0.00203362018500029	0.0109749731734783	0.00969386134544792	0.0150543719106975	0.0172500158054503	0.00663337841977776	0.018293707383747	0.0138569037587148	0.00677625842956585	0.0150793090559834	0.00456313279311912	0.00669795779800435	0.0209512762786023	0.00624605930948879	0.0117587692192793	0.00742323017841941	0.0054148292450616	0.00669727145044898	0.00363354296715854	0.00786980210409082	0.00710110578007596	0.00797542853374281	0.0122201884688176	0.00965167400523494	0.00399967502992914	0.00381860067615723	0.00774573547534951	0.00911749826034824	0.00569540529802906	0.0120687295538557	0.0107124870149328	0.013164438736391	0.00523773810413959	0.0118867419833612	0.00745274280596203	0.0172484021850887	0.00851537050498309	0.0128245661418941	0.0157945159048822	0.00370000934423945	0.0125682640559751	0.0151734493797217	0.0114207354565485	0.0052280193564431	0.00747039350701438	0.00535639363074447	0.00544767254869874	0.18918545584858	0.196151976358729	0.145117156732706
HMEC_4_G2_3E_2	0.0109066463109157	0.00928384245541379	0.0144156882181815	0.00171942734371953	0.0100824071931698	0.00381005974303772	0.00259883662346344	0	0.00090485808411888	0.00338228820613162	0.00757104458183281	0.00412457363124718	0.0123956454108881	0.0149711573051147	0.00550567580049743	0.00947905065557188	0.00331152840423685	0.0117625293572031	0.0138755249335851	0.00456950310319153	0.00884068102324688	0.0151155546499543	0.0102354359769715	0.0021353143569866	0.00919558217298686	0.00962975949687347	0.0125345271324664	0.0146567597003101	0.00470879345659761	0.0157268591625922	0.0112947908461833	0.00420352842371262	0.0125668510821149	0.00207452489550741	0.00479052463526968	0.0186499881114241	0.00405027863579192	0.0092331004213487	0.00486078722280286	0.00285047824958127	0.00420203421395964	0.00191725002955644	0.00576409951495341	0.00758237734976631	0.00575852317149747	0.00965720859196404	0.00705306824331677	0.00223078826732663	0.00249291230949612	0.00514921596435966	0.0100520107423859	0.0033792357343277	0.00962927054156839	0.00813264955234072	0.0108943423939603	0.00314461945074537	0.00960170143111672	0.0049425337705437	0.0148307064459687	0.00599227115879225	0.0103406059610579	0.0131964466950826	0.00120661344416516	0.0101472667961602	0.0126449373149959	0.00895999668930853	0.00358301469271502	0.00932448920917896	0.00579250831829262	0.00667435926526689	0.191640592733781	0.198587178555021	0.147569231136865
HMEC_4_G2_3E_3	0.0100721387174779	0.00910815273891769	0.013600885517509	0.00163044683754914	0.00944776521404058	0.00418316322515646	0.00316145213841191	0.00090485808411888	0	0.00270178564765094	0.00841178967574034	0.00356479181380902	0.0131639366786252	0.0158516707803686	0.00474531027317032	0.0103833971286909	0.00373674385512238	0.0126478712397266	0.0147318452950593	0.00493525513638503	0.00953954443605245	0.0159652586873659	0.0111103423825082	0.00303180342789079	0.00956345178252874	0.0104587738504047	0.011894205855693	0.0142686667668756	0.00381234927350048	0.015152806948684	0.0110132154221018	0.00366947176966581	0.0119184026090593	0.00217636731881458	0.00519084262336944	0.0178684698917815	0.00430280405728355	0.00903201125185538	0.00464383175988356	0.00231659732328809	0.00353774449409496	0.00106802693591604	0.00601587683459454	0.00847371881515521	0.00593205227342529	0.0093820076546175	0.00664359484007019	0.00287189189595839	0.00170499338388896	0.00479070517013967	0.0109557701368251	0.00356914314607953	0.00891641456559815	0.00759661263810894	0.010952280718161	0.0022602324620258	0.00880559734526474	0.00482833681005147	0.0141061443964495	0.00583317527349003	0.00966403397818363	0.0127726711275481	0.00148398010703601	0.0100745718731627	0.0124204962962884	0.00885210506598405	0.00416223889479266	0.0101772388263529	0.00668912794645433	0.00757224156744473	0.192295690690015	0.199254472629071	0.148243102182938
HMEC_4_G2_3F_1	0.00953693682392101	0.0110041358499718	0.0131060173290513	0.00416869046459847	0.0100323540483282	0.00684494411120086	0.00408592939954192	0.00338228820613162	0.00270178564765094	0	0.0108933462303445	0.00498317305797498	0.0139760948749784	0.0181464958597891	0.00516163282680521	0.012328543709831	0.00642149865588312	0.0142407226157272	0.0171451778502359	0.0075846173372224	0.0101438842088026	0.0172123543069207	0.0126294508476212	0.00511659665117271	0.01218014071976	0.0129638165238472	0.0123651630202123	0.0155422237758288	0.00320683112523096	0.0158084978607203	0.0126295856716962	0.00513947033601906	0.0123544906810086	0.0047705034967593	0.00785391873324529	0.0175157988054004	0.00689656413059159	0.0108789165055381	0.00667491537992902	0.00410794343636572	0.00462550509268953	0.00173539634579468	0.00857517499401091	0.0107355939032348	0.00842282461874144	0.0110576909914163	0.00811693580335005	0.00555605326142176	0.00107802728934382	0.0065347126787647	0.0130176057283727	0.00614250443463607	0.00917955598951919	0.00863995828827905	0.0132161258293449	0.00257055504936671	0.00860793240368287	0.00701032717913741	0.0141334042705375	0.00788560987869509	0.0100601918610722	0.0139728128713796	0.00417831181460465	0.0121407187711872	0.0141395288732749	0.0108829640024534	0.00686300270104032	0.0115479675640883	0.00892859193770977	0.00942126840906516	0.192324061462259	0.199340274169382	0.148343569689615
HMEC_4_G2_3F_2	0.0171345333959187	0.0110264337324786	0.0202837991163432	0.00770837867695823	0.0148251625995546	0.0058163302362031	0.00765160310926515	0.00757104458183281	0.00841178967574034	0.0108933462303445	0	0.00980408952391936	0.0102815600455558	0.00759794592047111	0.0117337698947914	0.00410462888074353	0.00577121441569232	0.00708774210890933	0.00633619532153985	0.00567465403480394	0.0087847922345188	0.010954659935227	0.00636262519816605	0.00587598722366792	0.00667286291347174	0.00207525084415826	0.0170414457967034	0.0169687372019545	0.0118855427922993	0.0194215406202098	0.013309438021314	0.00975106590843387	0.0171339990414373	0.0072407358722528	0.0054314304299684	0.0240230615024517	0.00634560070593514	0.0111684691626106	0.00872135733651943	0.00899451027723817	0.0102720736840827	0.00947297191725899	0.00638222976540434	0.00164376556122199	0.00688666705087955	0.0119935237294094	0.0109843244426615	0.00573996856909594	0.010063553780965	0.00952916594437333	0.00392763222393812	0.00670961624647565	0.0149859568853568	0.0125472726758036	0.0104080862597985	0.010345463790904	0.0155874983792207	0.00825824187343204	0.0198505989224604	0.00893357466099754	0.0153530891320233	0.0159673909559963	0.00722657204676005	0.0108879400159959	0.0139756539817171	0.0103266011643965	0.00494672039867435	0.00645042572037278	0.00245016129413841	0.00384378589547517	0.188687209027442	0.19548165966055	0.144470196644752
HMEC_4_G2_3F_3	0.00737145445069624	0.00603961831138097	0.010692647053418	0.0026165523584967	0.00596788134822672	0.00407356487342499	0.00668641676977254	0.00412457363124718	0.00356479181380902	0.00498317305797498	0.00980408952391936	0	0.0164316737375315	0.0173862906196265	0.00194253672989495	0.0127410319794372	0.00403546409146207	0.0153456844657429	0.0159984555737948	0.00449969173341035	0.0129525769221818	0.0189087810432049	0.0139262658290166	0.00596425423088502	0.00832159432045577	0.01162627564049	0.00841963123516158	0.0107615722433619	0.00304460210449621	0.0116086610465708	0.00767009097487635	0.000166393239698915	0.00845664364722192	0.00278006222009281	0.00481246064559238	0.0147588090019732	0.00367901850713757	0.00590394170673831	0.00201817976847954	0.00127454877660791	0.000605063451552364	0.00362504787559573	0.00480772299593334	0.0104140393285691	0.00443217592792357	0.00608077688500637	0.00317680376955947	0.00436246461430089	0.00404511774964176	0.00159792897994054	0.0131118906111924	0.00312936833013342	0.00562059105246934	0.00403272777116262	0.00847090813115412	0.00245036124637494	0.00588108350166325	0.00253735938778911	0.0108095640005319	0.00310714860569015	0.00626348055034946	0.00924029470098882	0.00331758395404177	0.00723996242586692	0.00916272676913369	0.00597823764540548	0.00485766431337529	0.0131512328795871	0.00883164832286937	0.0102120859121507	0.195690579501834	0.202624574591132	0.151637811513002
HMEC_4_G2_3G_2	0.0231902307127027	0.0201967815055005	0.0267436864243127	0.0138236034544569	0.0223811439736102	0.0138601223775981	0.0101251360644839	0.0123956454108881	0.0131639366786252	0.0139760948749784	0.0102815600455558	0.0164316737375315	0	0.0110857034401035	0.0178961532209922	0.0065052842835122	0.0134610293490743	0.00437115619344424	0.0116704628328738	0.0142252458408367	0.00386400631191919	0.00400160193017094	0.00406290189280685	0.0104752020237736	0.0168450780149995	0.0108898806165263	0.0248237452398625	0.0261339732152683	0.0167564578093626	0.0278379458314919	0.0224870025178835	0.016481173790089	0.0248696023808139	0.0137922399253902	0.0141496814917977	0.0310283570152779	0.0144570261634382	0.0202600552036799	0.0165026171985856	0.0151852041523987	0.0165831934963346	0.0137566641596062	0.0154365060200331	0.00863953924884673	0.0158132115345243	0.020945425138796	0.0189591465901068	0.0124235544240328	0.0139172661636995	0.0170828540349158	0.00724884745819424	0.0143089553899455	0.0220142960493768	0.020283192695477	0.0203494376337906	0.0153453199707284	0.0219671837065897	0.0162912185268638	0.0272159881544091	0.0172878857700358	0.0226934662436857	0.0248655715257268	0.0131228330585668	0.020462560926454	0.0234785281604982	0.0196097022702719	0.0128140328137917	0.0038651199578743	0.00890340469885901	0.00698099034042798	0.179613917732313	0.186530418889079	0.135421597310484
HMEC_4_G2_3G_3	0.0246768200292807	0.017655348545211	0.0277287243634147	0.0152871700299763	0.0221129702807326	0.0133527186115859	0.0144119510360858	0.0149711573051147	0.0158516707803686	0.0181464958597891	0.00759794592047111	0.0173862906196265	0.0110857034401035	0	0.01932131503352	0.0063643536355772	0.0133519310707693	0.00677644636057246	0.00181512680642059	0.0131034043308275	0.0122538139131891	0.00887724681610639	0.00781007762643489	0.0130319746270938	0.0122633413511559	0.00581775480975919	0.0241827615660848	0.0232419544952771	0.0194464511635963	0.0261751507522612	0.0197719714890402	0.017327077395693	0.0242908026168242	0.0148341446261449	0.0128256987152844	0.0312833867625935	0.0138421122668039	0.0178520628247202	0.016173906683066	0.0165903914970283	0.0178644628901391	0.016887605997285	0.0135262795768145	0.00741331927268577	0.0140500899962067	0.018727517318907	0.0182783360818545	0.013310122193652	0.0174297839225108	0.0169987613816257	0.00543802709974881	0.0142720940357354	0.0224086535961038	0.0198549701290212	0.016081509266145	0.0178893075004025	0.0231104939479728	0.015669735710402	0.0270723966879983	0.0161990339311317	0.022689685895956	0.0225218617401399	0.0147726307809237	0.0171083555916853	0.0200452296527548	0.0169121552125313	0.0125350017918966	0.00893775176354302	0.00922053408709869	0.00907753104751056	0.183877606645902	0.190538088138067	0.139583306930985
HMEC_4_G2_4A_1	0.00551870819558127	0.00673253153655467	0.00894716467544016	0.00430247863054969	0.00489682800596292	0.00601535997140576	0.00788266798790553	0.00550567580049743	0.00474531027317032	0.00516163282680521	0.0117337698947914	0.00194253672989495	0.0178961532209922	0.01932131503352	0	0.0145611427761246	0.00597158267930753	0.017086082831775	0.0179401628073051	0.00642029068558488	0.0142826262828953	0.020564530401628	0.0156215880750339	0.00753923427832664	0.00997416729534543	0.0135676737745228	0.00728739361410309	0.0104641983242708	0.00219335627719846	0.010680230755942	0.00786847790935595	0.00202153305763347	0.00729293512346492	0.00460050158483671	0.00673052135708008	0.0131455840693712	0.00560685243962849	0.00653536680626426	0.00365583483482822	0.00287289039375457	0.00147454727137909	0.00436634290048776	0.0066036988175573	0.0122941675762873	0.00617882520272892	0.00644729930835394	0.00353864396983666	0.00619524607889575	0.0045167120150327	0.00293644331453484	0.0149722129193136	0.00507187333621345	0.00419698230616567	0.00357534469487505	0.00954274185592196	0.00276280815443119	0.00411517159971624	0.00422553885029184	0.00936638796662793	0.0044602168684271	0.00500169234664311	0.00887707312904058	0.0049711191135732	0.00809394123735034	0.00944198161266278	0.00687730540413214	0.00678860212873683	0.0147796966539378	0.0106673396813377	0.0119455220094081	0.196931855105096	0.2038949818334	0.152921738200035
HMEC_4_G2_4A_2	0.0200775871557455	0.0149650180567883	0.0234285380435991	0.010270523872974	0.0182778533164784	0.0091613711219351	0.00835967465747697	0.00947905065557188	0.0103833971286909	0.012328543709831	0.00410462888074353	0.0127410319794372	0.0065052842835122	0.0063643536355772	0.0145611427761246	0	0.00893870321692698	0.00298946058928702	0.00610253123285951	0.00924960375434274	0.00620597493491956	0.00686135539407325	0.00244312905219862	0.00736709279785577	0.0107685902385935	0.00438539926310807	0.0206046343821227	0.0209461179613952	0.0141744488417414	0.0232078383704954	0.017269334660304	0.0127296263171593	0.020682549790022	0.00997288938609872	0.00907005820015982	0.0273966221399272	0.00975624544346602	0.0150852302366252	0.0121016389190446	0.0116912918314444	0.0130959193606518	0.0113287279712509	0.0102003455755935	0.00262802990512778	0.0106697836392093	0.0158769505465741	0.014512439493436	0.00838065450257242	0.0117749213765138	0.0128462428407033	0.000980542931615067	0.00990400910311648	0.01824902516209	0.0160218032233653	0.0145091778594337	0.0125975486973312	0.018619492317876	0.0117254767431868	0.0233051486635822	0.0125530165171773	0.0187373833537415	0.0198691561438906	0.00963355252957232	0.014931055950761	0.018017470347131	0.0142907348363793	0.00813021183488544	0.00304028686091109	0.00391294254673153	0.00291474790206154	0.184679397232348	0.191493258307393	0.140445294934337
HMEC_4_G2_4A_3	0.0113715390562544	0.00685211281321275	0.0145837025381916	0.0023465337420395	0.00934339219409654	0.000532667868542017	0.00531443658552319	0.00331152840423685	0.00373674385512238	0.00642149865588312	0.00577121441569232	0.00403546409146207	0.0134610293490743	0.0133519310707693	0.00597158267930753	0.00893870321692698	0	0.0117116781797613	0.0119808758709353	0.00126999876530624	0.0104448901843677	0.0154371146563518	0.0104278480934869	0.00354709187185404	0.00588413499406046	0.00760486613886451	0.0116948188302586	0.0126980731430314	0.00639026692283665	0.0144695987191313	0.00909036473425122	0.00398009340696509	0.0117668049462504	0.00174670350695854	0.0014790602810009	0.0184692204736749	0.00102671563201069	0.00687895897753713	0.00317619274832384	0.00334345505975555	0.00452217352122164	0.00470460957422287	0.00255570625135918	0.00648154472199174	0.00268835622653192	0.00750978081666787	0.00562702992320057	0.00132181915778913	0.00537472961816938	0.00390789355162344	0.00920804806844473	0.000969136689156318	0.00933644977281389	0.00709803609560719	0.00786499850824954	0.00498254595149746	0.00983798764799895	0.00286257905382119	0.0143686880686212	0.00382846543717699	0.00980058735883058	0.0114061599614387	0.0022533965142836	0.00740660669664053	0.0102261134513355	0.00635653090922795	0.000833147066882179	0.00984714351758667	0.00505576426192541	0.00670865736146017	0.19285507959976	0.19973227423655	0.148726155915907
