	HT29_G1_1B_1	HT29_G1_1B_2	HT29_G1_1B_3	HT29_G1_2A_1	HT29_G1_2A_2	HT29_G1_2A_3	HT29_G1_3E_2	HT29_G1_3E_3	HT29_G1_3F_2	HT29_G1_3F_3	HT29_G1_4A_2	HT29_G1_4B_3	HT29_G1_4C_1	HT29_G1_4F_1	HT29_G1_4F_2	HT29_G1_5A_1	HT29_G1_5A_2	HT29_G1_5A_3	HT29_G1_5B_1	HT29_G1_5B_2	HT29_G1_5B_3	HT29_G1_5C_2	HT29_G1_5C_3	HT29_G1_5D_1	HT29_G1_5D_2	HT29_G1_5D_3	HT29_G1_5E_1	HT29_G1_5E_2	HT29_G1_5E_3	HT29_G1_5F_3	HT29_G2_4G_1	HT29_G2_4G_2	HT29_G2_4H_1	HT29_G2_4H_2	HT29_G2_5A_1	HT29_G2_5A_2	HT29_G2_5A_3	HT29_G2_5B_2	HT29_G2_5B_3	HT29_G2_5E_1	HT29_G2_5E_2	HT29_G2_5E_3	HT29_G2_5F_1	HT29_G2_5F_2	HT29_G2_5G_2	HT29_G2_5H_1	HT29_G2_5H_3	HT29_G2_6A_1	HT29_G2_6B_1	HT29_G2_6B_2	HT29_G2_6C_2	HT29_G2_6D_1	HT29_G2_6D_2	HT29_G2_6D_3	HT29_G2_6E_1	HT29_G2_6E_2	HT29_G2_6E_3	HT29_G2_6F_1	HT29_G2_6F_2	HT29_G2_6F_3	HT29_G2_6G_1	HT29_G2_6G_2	HT29Root1_3	HT29Root2_1	HT29Root2_2	HT29Root2_3
HT29_G1_5A_2	0.00495487993069155	0.00412933394314883	0.0131024277555515	0.0199551468971552	0.0023767299657839	0.0129579602841668	0.00574329802085101	0.00426166670398071	0.00471486498870151	0.00612966813642772	0.000305969604366194	0.0123685722016171	0.00761448075776916	0.00154544266285288	0.0016287745105561	0.000820454987635283	0	0.00669251235020975	0.0130891812912154	0.000929329459116254	0.000971686174799448	0.0199294284101438	0.0138466621010605	0.00597357476812753	0.00242536342643841	0.00463714517760858	0.000246437069119625	0.00381416615427502	0.000871532570007623	0.00184408155450928	0.0111500347199827	0.00737882379239867	0.000522741012618426	0.00160472686707257	0.00454725194741305	0.0108661086745868	0.00607443489699262	0.000207348995881649	0.00958376669811253	0.00331937955361548	0.00103746808754926	0.00320249099044707	0.00867822442354943	0.0132329284760398	0.00100530582750231	0.0112893005810781	0.00981031245588798	0.00391378115890655	0.0120514909587735	0.000633302749079636	0.0084806781278899	0.00630347765560172	0.00701434515337588	0.0102776146738821	0.00801722569626681	0.00604279169544019	0.00551689892763192	0.00697882446840749	0.0064638110728518	0.00431621503906997	0.00118214034107398	0.00425271765288842	0.00735846688693978	0.00541108636309572	0.00713741992971175	0.00157185090231043
HT29_G1_5A_3	0.0116471994500227	0.010821697134076	0.00641018987243232	0.0266458486476248	0.00431581634802451	0.0196496132763256	0.0124355714928887	0.0109540232067583	0.0114071976835723	0.0128219174907448	0.00638654923264229	0.0190602894740153	0.0143066278973865	0.00514709605256938	0.00832124176114782	0.00751294684732691	0.00669251235020975	0	0.0197808196398901	0.00576320065677673	0.00766417376441392	0.0266201342984125	0.020538213550177	0.000718951739405005	0.00911780211847562	0.0113294820546959	0.00693894373905103	0.0105065447944915	0.00582099660927799	0.00853654150821534	0.0178418771692817	0.0140709881665522	0.00616978204097561	0.00508781254244411	0.00214529261679553	0.00417374493472027	0.0127666877616571	0.00648516781848669	0.0162757548256001	0.0100117810871476	0.00772995377184559	0.00989489768982756	0.0153702890009174	0.0199245506443789	0.00769779244700042	0.0179811292495994	0.0165022805680796	0.0106061549890037	0.0187432418045342	0.00732579968030717	0.0151727586286612	0.000389042775350602	0.0137065354305878	0.0169695403734469	0.014709342495657	0.0127350465617743	0.00117563481498158	0.0136710172211766	0.0131560387448482	0.0110085687502837	0.00787462173269093	0.0109450746117122	0.000665970663747069	0.00128144886064819	0.0138296015623236	0.00826432002983232
HT29_G1_5B_1	0.00813457144429149	0.00896009501183655	0.0261893618000975	0.00686690190106718	0.0154656672482525	0.00013123252068281	0.00734616627488478	0.00882776645580611	0.00837458080452576	0.00695979945460917	0.0133951236165452	0.000720669393880505	0.00547498084555396	0.0146344736583529	0.0114605313304021	0.0122687933977273	0.0130891812912154	0.0197808196398901	0	0.0140184241086592	0.0121175736135458	0.00684117867307504	0.000757551912410349	0.0190620036109626	0.0106639906143573	0.00845229864352237	0.0128427653021545	0.00927525184844097	0.0139606329369822	0.0112452381397978	0.00193929262929442	0.00571064074158138	0.0136118749574024	0.0146937514768259	0.0176359023472235	0.0239535805900672	0.00701503234552587	0.0132965119346904	0.0035056410722357	0.00977001859315912	0.0120517965669929	0.00988690199123256	0.00441121462131652	0.000143760069480617	0.0120839564549383	0.00180001799679896	0.00327908574928579	0.00917564044825303	0.00103777491061083	0.0124559311090402	0.00460876626287595	0.0193918515407834	0.00607512244012443	0.00281176159531837	0.0050722291645113	0.00704667532895972	0.0186054015480826	0.00611064332763187	0.00662565775425374	0.00877321978614601	0.0119071348154331	0.00883671522990116	0.0204466556959958	0.0184996056966192	0.00595204683064327	0.0115174511739892
HT29_G1_5B_2	0.00588419576396546	0.00505865364996449	0.0121731711842713	0.0208842778357676	0.00144740209969936	0.0138872047872795	0.00667260955200791	0.00519098583325416	0.00564418201464799	0.00705897734372103	0.000623359943228661	0.0132978240687313	0.00854377971058901	0.000616113645215147	0.00255810203054899	0.00174978377929182	0.000929329459116254	0.00576320065677673	0.0140184241086592	0	0.00190101477487083	0.0208585598553121	0.0147758948586703	0.00504425920046208	0.00335468909504794	0.00556646257804661	0.00117576639362885	0.00474348716999585	5.77969122683799e-05	0.00277340863270484	0.0120793007392353	0.00830812451328698	0.000406588544952638	0.000675397910376885	0.00361793008622412	0.00993682869367637	0.00700374444518645	0.000721980532556072	0.0105130487934673	0.00424870243514654	0.00196679659775279	0.0041318142791044	0.00960751473324795	0.0141621694275874	0.00193463438214239	0.0122185650559336	0.0107395923726543	0.00484310177101324	0.0129807466474956	0.00156263174810676	0.00940997012477429	0.005374163807426	0.00794364850427005	0.0112068899403119	0.00894652150433903	0.00697210143763095	0.00458758114306165	0.0079081280688241	0.00739311815584512	0.00524553392546337	0.00211146863921785	0.00518203682172934	0.00642915920053274	0.00448176809197768	0.00806672240673042	0.00250117853179085
HT29_G1_5B_3	0.00398320342318264	0.00315765414849729	0.0140740256146471	0.0189836498640365	0.00334841227816081	0.0119863509651355	0.00477162528297506	0.00328998739091033	0.00374318745598279	0.0051579974712759	0.00127765558888305	0.011396955727109	0.00664281944251566	0.00251712694774058	0.00065708885783744	0.000151231247427202	0.000971686174799448	0.00766417376441392	0.0121175736135458	0.00190101477487083	0	0.0189579308710841	0.0128750642424935	0.00694524089747265	0.00145367897305287	0.003665467325132	0.000725249192603925	0.00284248528235359	0.00184321796364367	0.000872396164649038	0.0101784045734692	0.00640716084621991	0.00149442680743231	0.00257641103339687	0.00551892597524157	0.0118377330752883	0.00510276392642691	0.00117903505195183	0.00861212118939258	0.00234769718807148	6.57819455188755e-05	0.00223080830726193	0.00770657116258355	0.0122613226166095	3.36196692037728e-05	0.0103176719207626	0.00883866901579921	0.00294210061684514	0.0110798707812323	0.000338383530075946	0.00750902328534199	0.00727514168222567	0.00604267979408151	0.00930597566447059	0.00704556729700224	0.00507112055128819	0.00648856779691462	0.00600715888103503	0.00549214232003197	0.00334453592951677	0.000210454287641561	0.00328103830669396	0.00833012349614694	0.00638275583888621	0.00616575537042864	0.000600165187576721
HT29_G1_5C_2	0.0149753122405777	0.0158007653411606	0.0330275039018566	2.57238758175654e-05	0.0223056178375303	0.00697240786927047	0.0141869699356443	0.015668448399765	0.0152153016025617	0.0138006323369087	0.020235334718005	0.00756182828411143	0.01231591628513	0.0214745323274477	0.0183009593992305	0.0191091339383442	0.0199294284101438	0.0266201342984125	0.00684117867307504	0.0208585598553121	0.0189579308710841	0	0.00608364352406088	0.0259014328633161	0.0175045005459141	0.0152930128799079	0.0196830409656804	0.0161158940263539	0.0208007757817467	0.0180856887658521	0.00878040958916372	0.0125515609384425	0.0204520601548144	0.0215338025932619	0.0244755487300551	0.0307921623950943	0.0138558611144571	0.0201367347151602	0.0103466885611862	0.0166106151861815	0.0188921610470336	0.0167274875676489	0.0112522139925447	0.0066974221027705	0.0189243174074446	0.00864114028679461	0.0101201443665696	0.016016291598483	0.00787892391393774	0.0192962507450527	0.0114497543656463	0.0262312286363383	0.0129160182923646	0.00965284201490474	0.0119131897486953	0.013887501731732	0.0254449018013448	0.0129515367574117	0.0134665150653472	0.0156139064822984	0.0187475150753028	0.015677396392255	0.0272858611380397	0.0253391222021174	0.0127929510078635	0.0183578732257729
HT29_G1_5C_3	0.00889209479517994	0.00971761258074918	0.0269466415010879	0.00610936688682462	0.016223121033946	0.000888784386449332	0.00810369465655266	0.00958528498690723	0.00913210252856914	0.00771733012595128	0.0141526011863949	0.00147822088166848	0.00623251923702348	0.0153919373798242	0.0122180281928819	0.0130262825455275	0.0138466621010605	0.020538213550177	0.000757551912410349	0.0147758948586703	0.0128750642424935	0.00608364352406088	0	0.0198194084551995	0.0114214945925117	0.00920981983124578	0.013600248670057	0.0100327670715617	0.0147181043316617	0.012002736973288	0.00269684245971213	0.00646817802237152	0.0143693501889644	0.0154512145069106	0.0183933277512999	0.0247109035312819	0.00777256269661666	0.014053990556603	0.00426318704734223	0.0105275299796189	0.0128092878347793	0.0106444124438704	0.00516875748655607	0.000613791878161071	0.012841447410795	0.00255756807621764	0.00403663240167767	0.00993315642106036	0.00179532608043857	0.0132134183998262	0.00536630836422572	0.0201492514150879	0.00683265791780155	0.00356930951706995	0.00582976935386504	0.00780420549554144	0.0193628131392365	0.00686817862406906	0.00738319031239272	0.00953073870991082	0.0126646274766353	0.00959423369635271	0.0212040391380532	0.0192570188290069	0.00670958292876312	0.0122749475094575
HT29_G1_5D_1	0.0109282930611098	0.0101027843082899	0.00712912568416266	0.0259271477112019	0.0035968700898623	0.01893079539733	0.0117166717173664	0.0102351113792553	0.0106882893718314	0.0121030211228141	0.0056676103065313	0.0183414634454772	0.0135877456481385	0.00442815236917069	0.00760231246887358	0.00679401320180249	0.00597357476812753	0.000718951739405005	0.0190620036109626	0.00504425920046208	0.00694524089747265	0.0259014328633161	0.0198194084551995	0	0.00839887757877468	0.0106105731293668	0.00622000728844158	0.00978762964266594	0.00510205537583789	0.00781761345515718	0.0171230351206287	0.0133521035678483	0.00545084220336885	0.0043688686590777	0.00142634195499227	0.00489268953757309	0.0120477908998718	0.00576622931823798	0.0155568938192091	0.00929286242976514	0.00701102124872466	0.00917597823033553	0.014651417868733	0.0192057366570474	0.00697885975538597	0.0172622889754491	0.0157834221904069	0.0098872405645415	0.018024411499917	0.00660686509413303	0.0144538853684973	0.000329909009210778	0.0129876472789357	0.0162506875390517	0.0139904643568012	0.0120161494180715	0.000456683264432248	0.0129521287285133	0.0124371454124417	0.0102896573379997	0.00715568997669376	0.0102261627162973	0.00138492207942641	0.000562497374756055	0.0131107145994375	0.00754539041553655
HT29_G1_5D_2	0.00252953185615284	0.00170397912626935	0.015527547541553	0.0175302202503295	0.00480207954090238	0.0105327657426537	0.00331795795881392	0.00183631285467343	0.00228951478041552	0.00370433256364442	0.00273133201384714	0.00994336084292981	0.00518916589270381	0.00397079863400987	0.000796590498351309	0.0016049100432822	0.00242536342643841	0.00911780211847562	0.0106639906143573	0.00335468909504794	0.00145367897305287	0.0175045005459141	0.0114214945925117	0.00839887757877468	0	0.00221179430887412	0.00217892701098593	0.00138880920680195	0.00329689250268024	0.000581283179776853	0.00872479139256865	0.00495350527387421	0.00294810256442063	0.00403008243723952	0.00697257699916196	0.0132912986667201	0.00364909865971163	0.00263271175819172	0.00715848779923631	0.000894019754525293	0.00138789709385388	0.000777130605632964	0.00625292777835722	0.010807742083164	0.00142005933881454	0.00886406071671745	0.00738503831923946	0.00148842485837093	0.00962627091847611	0.00179206205996386	0.00605537788485003	0.00872877463350853	0.00458902125716126	0.0078523507689302	0.00559191739629622	0.00361745508093394	0.0079422093860561	0.00455350006583135	0.00403847968144723	0.00189086160115399	0.00124322487687425	0.00182736373677083	0.00978374348246638	0.00783639852279296	0.00471209781236613	0.000853514160350759
HT29_G1_5D_3	0.000317738450387145	0.000507816153845517	0.0177390393103668	0.0153187335616625	0.00701383635566094	0.00832107092636791	0.00110616777794342	0.000375482228129216	7.77206720767405e-05	0.0014925444763904	0.00494311125357606	0.00773165373976435	0.00297738900279847	0.00618256558512424	0.00300838212592647	0.00381669750553635	0.00463714517760858	0.0113294820546959	0.00845229864352237	0.00556646257804661	0.003665467325132	0.0152930128799079	0.00920981983124578	0.0106105731293668	0.00221179430887412	0	0.00439071063436537	0.000822986384408466	0.00550866655550668	0.00279307567154557	0.00651306144112884	0.00274172627220963	0.00515987989956286	0.00624184871575913	0.0091843002143982	0.0155028660220701	0.00143731025248705	0.00484449183000778	0.00494673351476894	0.00131777587530415	0.00359968581700845	0.00143466495318154	0.00404116199743451	0.00859605327540873	0.00363184788172633	0.00665233320268812	0.00517328720506691	0.000723370658672266	0.00741455753881908	0.00400384835091856	0.00384360984546815	0.0109404631577193	0.002377239238233	0.00564060656691215	0.00338014440849308	0.00140566649348806	0.0101539142744176	0.00234171776900792	0.00182669367752107	0.000320933389133258	0.00345501438250858	0.00038443136076192	0.0119954079599354	0.0100481055102688	0.00250031677845482	0.00306530554217663
HT29_G1_5E_1	0.00470844575701384	0.0038828988618593	0.0133488435993426	0.0197087595833035	0.00262316626829394	0.0127115438670854	0.00549686487383482	0.00401523175669354	0.0044684305335263	0.00588323554968099	0.000552406652664811	0.0121221539170536	0.00736805067527502	0.00179187939122838	0.00138233771966611	0.000574017976520161	0.000246437069119625	0.00693894373905103	0.0128427653021545	0.00117576639362885	0.000725249192603925	0.0196830409656804	0.013600248670057	0.00622000728844158	0.00217892701098593	0.00439071063436537	0	0.00356773077157137	0.00111796951913262	0.0015976448495353	0.0109036128589105	0.00713239327516876	0.000769178032324726	0.00185116357065541	0.00479368634321364	0.0111125310497251	0.00582800222782799	0.000453786053808094	0.00933734080072901	0.00307294374776176	0.00079103111971578	0.00295605509356114	0.0084317964789943	0.0129865129609734	0.00075886885250125	0.0110428791093909	0.00956388710342916	0.00366734586874382	0.011805071706677	0.00038686570990649	0.008234249764536	0.0065499096721621	0.00676791399149741	0.0100311904869419	0.00777079638937595	0.00579635897943014	0.00576333210195388	0.00673239324551092	0.0062173790010196	0.00406978014826794	0.000935703408592176	0.00400628269639386	0.00760489711677045	0.00565751968175673	0.00689098898176581	0.00132541409054811
HT29_G1_5E_2	0.00114072468306338	0.000315170297454642	0.016916175776879	0.0161416143593382	0.00619086798872411	0.00914402511400468	0.00192915326775181	0.000447504226596057	0.000900707026491288	0.00231552941114264	0.00412013334215037	0.00855461215769598	0.00380037063200526	0.00535959296468922	0.00218539848343736	0.00299371588149663	0.00381416615427502	0.0105065447944915	0.00927525184844097	0.00474348716999585	0.00284248528235359	0.0161158940263539	0.0100327670715617	0.00978762964266594	0.00138880920680195	0.000822986384408466	0.00356773077157137	0	0.00468569090191302	0.00197009158263216	0.00733602765447176	0.00356470855053894	0.00433690282246307	0.00541887637995747	0.00836134560746912	0.0146799730692226	0.00226029527431496	0.00402151355177233	0.00576970787434288	0.000494789763361373	0.00277670359800717	0.000611678935479357	0.00486414010980071	0.00941900538666694	0.00280886574845497	0.00747529858980568	0.00599626051632038	9.96157559215323e-05	0.00823751810840976	0.00318086727126376	0.00466658868365423	0.010117522476618	0.00320022242798459	0.00646357757710231	0.00420312481927629	0.00222865156399542	0.00933096704862969	0.0031647010415418	0.0026496780308375	0.000502053062811466	0.00263203178851218	0.000438555094354112	0.0111724768375847	0.00922515744211926	0.00332329967304287	0.00224232202412361
HT29_G1_5E_3	0.00582639984687693	0.00500085747121277	0.0122309638697099	0.0208264937943508	0.00150519894947328	0.013829413507473	0.00661481392229555	0.00513318969375034	0.00558638601734215	0.00700118186824331	0.000565563040920018	0.0132400323161413	0.00848598491018754	0.000673910545722521	0.00250030530302401	0.0016919869523274	0.000871532570007623	0.00582099660927799	0.0139606329369822	5.77969122683799e-05	0.00184321796364367	0.0208007757817467	0.0147181043316617	0.00510205537583789	0.00329689250268024	0.00550866655550668	0.00111796951913262	0.00468569090191302	0	0.00271561193806679	0.0120215080758881	0.00825032959699755	0.000348791636553009	0.000733194808663251	0.00367572661713697	0.00999462277882156	0.00694594894711863	0.000664183633821082	0.0104552550909539	0.00419090603860069	0.00190899979376164	0.00407401785429403	0.00954972049711597	0.0141043783755683	0.00187683757457377	0.0121607724921296	0.0106817988113261	0.00478530553055177	0.0129229546492666	0.00150483490355057	0.00935217577875112	0.00543195988415357	0.0078858534152578	0.0111490966799383	0.00888872690964165	0.00691430592670508	0.00464537744482744	0.00785033296340416	0.00733532282088692	0.00518773780243424	0.00205367185203963	0.00512424067953671	0.00648695492057077	0.00453956442133655	0.00800892737515388	0.00244338179601443
HT29_G1_5F_3	0.00311081272050611	0.00228526116136533	0.0149463311239337	0.0181114081923305	0.00422080227025644	0.0111140141236391	0.00389923732789591	0.00241759472924858	0.00287079602671902	0.00428561106510384	0.0021500505506399	0.0105246129369257	0.00577044023168314	0.00338951938219546	0.000215307368762244	0.00102362734435111	0.00184408155450928	0.00853654150821534	0.0112452381397978	0.00277340863270484	0.000872396164649038	0.0180856887658521	0.012002736973288	0.00781761345515718	0.000581283179776853	0.00279307567154557	0.0015976448495353	0.00197009158263216	0.00271561193806679	0	0.00930605049187695	0.0055347803614293	0.00236682142367083	0.00344880331348889	0.00639130677618349	0.0127100642185138	0.00423037729067729	0.00205143015727327	0.00773975457979231	0.00147530254704358	0.000806614241855656	0.001358413475514	0.00683419832404829	0.0113889886593079	0.000838776507780597	0.00944531906108833	0.00796630408052977	0.00206970713287223	0.0102075249223353	0.00121077951522929	0.00663664918634884	0.00814751208563727	0.0051702974371051	0.0084336143298671	0.00617319037893369	0.00419873378522297	0.00736094318335144	0.00513477634796687	0.00461975736093895	0.002472143406572	0.00066194193806313	0.00240864562254381	0.00920248638822281	0.00725513185530282	0.00529337363229066	0.000272231048659232
HT29_G2_4G_1	0.00619532957714629	0.00702086567844665	0.0242506941483479	0.00880613240151079	0.0135265833347892	0.00180806035038364	0.00540691369528846	0.00688853502282532	0.00643534244267849	0.00502054207505698	0.0114559844996379	0.00121862412864775	0.00353570778275119	0.0126953665908352	0.00952134813697081	0.0103296277341158	0.0111500347199827	0.0178418771692817	0.00193929262929442	0.0120793007392353	0.0101784045734692	0.00878040958916372	0.00269684245971213	0.0171230351206287	0.00872479139256865	0.00651306144112884	0.0109036128589105	0.00733602765447176	0.0120215080758881	0.00930605049187695	0	0.00377136987454075	0.0116727412314135	0.0127546460165244	0.0156968851354668	0.0220148083647872	0.00507577563396697	0.0113573703952955	0.00156635400754253	0.00783080286184507	0.0101126260721207	0.00794768832937187	0.0024719330291587	0.00208305239389759	0.0101447866703025	0.000139274886845823	0.00133979757351768	0.00723641460872411	0.000901518669903942	0.0105167696854416	0.00266948608333834	0.0174528948689028	0.00413585518736618	0.000872471454362703	0.00313295260598569	0.00510741900286762	0.0166664170379523	0.00417137644128497	0.00468639646261043	0.00683398749771604	0.00996796115073174	0.006897483937801	0.0185077381984491	0.0165606175311051	0.00401277832782338	0.00957826917337154
HT29_G2_4G_2	0.00242398890134969	0.00324954011549401	0.0204802678782872	0.0125772826539991	0.00975546761500335	0.00557941040497665	0.00163556103267348	0.00311720686129159	0.00266400589089854	0.00124918441312083	0.0076847846380148	0.0049899820650692	0.000235663717581618	0.0089242151606701	0.00575008425449385	0.00655838887721037	0.00737882379239867	0.0140709881665522	0.00571064074158138	0.00830812451328698	0.00640716084621991	0.0125515609384425	0.00646817802237152	0.0133521035678483	0.00495350527387421	0.00274172627220963	0.00713239327516876	0.00356470855053894	0.00825032959699755	0.0055347803614293	0.00377136987454075	0	0.00790154942318217	0.00898349704739263	0.0119258748098242	0.0182442037330122	0.00130441865145795	0.00758616692832727	0.00220502262294796	0.0040594946649357	0.00634138025340895	0.00417638284579473	0.00129944312113147	0.00585439830000579	0.00637354187210698	0.00391064369390989	0.0024315786754764	0.00346509342218512	0.0046728802775083	0.00674553697551495	0.00110188953666616	0.013681982605118	0.000364488251519478	0.00289890337197884	0.000638421172992071	0.00133606241481418	0.0128954594459547	0.000400009819615623	0.000915034942160361	0.00306265828461035	0.00619671078997187	0.00312615594989923	0.014736890304898	0.0127896540155953	0.000241410342068516	0.00580700697216983
