	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.0147141054523587	0.0134860395146033	0.015027347696963	0.0073724510585568	0.0099269023871176	0.010722985049903	0.00465862477937488	0.00506472067182562	0.0253306390441475	0.0129389155073811	0.00804432410750185	0.0110375299954606	0.0100248595964579	0.00610482085551249	0.0121867558394334	0.029021463652288
RPTEC_R1_2	0.0147141054523587	0	0.013008059813352	0.00356912444445993	0.00736801890234603	0.0199053147180142	0.021699100769936	0.011983088218342	0.0196279494287725	0.0285898426165744	0.0153647101423306	0.0146615799755237	0.021090266367856	0.014647071428628	0.0152747591363288	0.00366024959029724	0.0409292568048403
RPTEC_R1_3	0.0134860395146033	0.013008059813352	0	0.0112823649734893	0.0106128567806741	0.0120382842608347	0.0137479529384023	0.0128921939262413	0.0160393797686011	0.0162824502554298	0.0103455561045709	0.00803234143573351	0.0168536295842508	0.0129545502732465	0.00894051020494857	0.0125663920746011	0.0304563262601462
RPTEC_R2_1	0.015027347696963	0.00356912444445993	0.0112823649734893	0	0.00801095835908927	0.0184231890649701	0.0203292326766414	0.0131876849856398	0.0195874693630672	0.0259664044701606	0.0127155595435893	0.0131228648900855	0.0196183596321733	0.0128122195512594	0.0143495890018892	0.0040357321915823	0.0394543161067531
RPTEC_R2_2	0.0073724510585568	0.00736801890234603	0.0106128567806741	0.00801095835908927	0	0.0137283466189767	0.0152930176808741	0.00530696085089224	0.0122828371609737	0.0256489278283304	0.0120275252387114	0.00903863504459034	0.0151558692992065	0.0102067289966823	0.0087841116033401	0.00531310771314617	0.0345136152734432
RPTEC_R2_3	0.0099269023871176	0.0199053147180142	0.0120382842608347	0.0184231890649701	0.0137283466189767	0	0.00198439872169023	0.0134432621232136	0.00839187145040649	0.0168855805811647	0.00890906847570525	0.00533394040975654	0.00675024842069813	0.00913610347164287	0.00532434136268162	0.0173125148394299	0.021343969290456
RPTEC_R3_1	0.010722985049903	0.021699100769936	0.0137479529384023	0.0203292326766414	0.0152930176808741	0.00198439872169023	0	0.0144761404762763	0.00820967249380334	0.0173496046446621	0.0107194052661633	0.00724232891740157	0.00693799889181515	0.0106866943161854	0.00679064247253646	0.0190770058332802	0.0196066619077051
RPTEC_R3_2	0.00465862477937488	0.011983088218342	0.0128921939262413	0.0131876849856398	0.00530696085089224	0.0134432621232136	0.0144761404762763	0	0.00922737133056004	0.0269667118497434	0.015075158139629	0.0102681795316373	0.0153668440071893	0.0127557067815702	0.00850513953277547	0.0103952313280513	0.0325483900578251
RPTEC_R3_3	0.00506472067182562	0.0196279494287725	0.0160393797686011	0.0195874693630672	0.0122828371609737	0.00839187145040649	0.00820967249380334	0.00922737133056004	0	0.0247534348487702	0.0144876617754037	0.00951176094150394	0.0094265690332826	0.0118149473804251	0.00730210872116404	0.0169777701667327	0.0246914429191736
RPTEC_R4_1	0.0253306390441475	0.0285898426165744	0.0162824502554298	0.0259664044701606	0.0256489278283304	0.0168855805811647	0.0173496046446621	0.0269667118497434	0.0247534348487702	0	0.0175187629018968	0.0179578809198848	0.0217477638801541	0.0218659681971215	0.0192425676846135	0.0274970151107004	0.0229524109778701
RPTEC_R4_3	0.0129389155073811	0.0153647101423306	0.0103455561045709	0.0127155595435893	0.0120275252387114	0.00890906847570525	0.0107194052661633	0.015075158139629	0.0144876617754037	0.0175187629018968	0	0.00614415581221304	0.00953660856343226	0.00496522581183127	0.00892848924906902	0.0127260898555235	0.0287419727701796
RPTEC_R5_1	0.00804432410750185	0.0146615799755237	0.00803234143573351	0.0131228648900855	0.00903863504459034	0.00533394040975654	0.00724232891740157	0.0102681795316373	0.00951176094150394	0.0179578809198848	0.00614415581221304	0	0.00896307162685961	0.00656636242356904	0.0028330581066478	0.0122349437293021	0.0264559444066408
RPTEC_R5_2	0.0110375299954606	0.021090266367856	0.0168536295842508	0.0196183596321733	0.0151558692992065	0.00675024842069813	0.00693799889181515	0.0153668440071893	0.0094265690332826	0.0217477638801541	0.00953660856343226	0.00896307162685961	0	0.00718630077260395	0.00953836749068164	0.0177621873361338	0.0237828023413488
RPTEC_R5_3	0.0100248595964579	0.014647071428628	0.0129545502732465	0.0128122195512594	0.0102067289966823	0.00913610347164287	0.0106866943161854	0.0127557067815702	0.0118149473804251	0.0218659681971215	0.00496522581183127	0.00656636242356904	0.00718630077260395	0	0.00842102102551115	0.0112932033234862	0.0296494984687
RPTEC_Root1_1	0.00610482085551249	0.0152747591363288	0.00894051020494857	0.0143495890018892	0.0087841116033401	0.00532434136268162	0.00679064247253646	0.00850513953277547	0.00730210872116404	0.0192425676846135	0.00892848924906902	0.0028330581066478	0.00953836749068164	0.00842102102551115	0	0.01298615198292	0.0257948755323969
RPTEC_Root1_2	0.0121867558394334	0.00366024959029724	0.0125663920746011	0.0040357321915823	0.00531310771314617	0.0173125148394299	0.0190770058332802	0.0103952313280513	0.0169777701667327	0.0274970151107004	0.0127260898555235	0.0122349437293021	0.0177621873361338	0.0112932033234862	0.01298615198292	0	0.038577804333629
RPTEC_Root1_3	0.029021463652288	0.0409292568048403	0.0304563262601462	0.0394543161067531	0.0345136152734432	0.021343969290456	0.0196066619077051	0.0325483900578251	0.0246914429191736	0.0229524109778701	0.0287419727701796	0.0264559444066408	0.0237828023413488	0.0296494984687	0.0257948755323969	0.038577804333629	0
