	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_2	0	0.0140356573188533	0.0365301957253611	0.05027774506436	0.00299740102713951	0.0208778089819693	0.0225059267064688	0.0175352734366069	0.0363061716191466	0.0162870116063773	0.0137560857253121	0.00326027648442265	0.0241896679310863	0.00960347441135109	0.0329830105816559	0.00445381575372219	0.0502615198398569
RPTEC_R1_3	0.0140356573188533	0	0.0224988005166851	0.0362516138996493	0.0110384249382753	0.00684288634423677	0.00847125065164843	0.0034999311841682	0.0503326696209784	0.0022515424254924	0.000279591300458395	0.0172956472220768	0.0101552760631417	0.00443240056647036	0.0470108861858366	0.00958205924476361	0.0642810650349313
RPTEC_R2_1	0.0365301957253611	0.0224988005166851	0	0.0137570883478989	0.0335341432765142	0.0156568155615481	0.0140285506857075	0.0189994276774243	0.0728015680929432	0.0202476405953791	0.0227783384614353	0.0397887374202431	0.0123445812900449	0.0269302034541367	0.0694829895258199	0.0320782982960043	0.0867346525111441
RPTEC_R2_2	0.05027774506436	0.0362516138996493	0.0137570883478989	0	0.0472829807717531	0.0294114791256729	0.0277835843819828	0.0327532466756766	0.0865266365561276	0.0340011151057134	0.0365310661794529	0.0535347855476871	0.0260999692140858	0.0406815663726772	0.0832106346000617	0.0458277297325557	0.10044778379441
RPTEC_R2_3	0.00299740102713951	0.0110384249382753	0.0335341432765142	0.0472829807717531	0	0.0178808156588894	0.0195090055822998	0.0145381503726894	0.0393020514934054	0.0132898464455312	0.0107588457777772	0.00625765547760427	0.021192827698277	0.00660614229863373	0.0359791450238833	0.00145642175615254	0.0532560807051501
RPTEC_R3_1	0.0208778089819693	0.00684288634423677	0.0156568155615481	0.0294114791256729	0.0178808156588894	0	0.0016283993174529	0.00334298477170487	0.0571684645338889	0.00459137006377524	0.00712247261537373	0.024137488641767	0.003312475175642	0.0112751609768399	0.0538475248790866	0.0164245500932071	0.0711127503167139
RPTEC_R3_2	0.0225059267064688	0.00847125065164843	0.0140285506857075	0.0277835843819828	0.0195090055822998	0.0016283993174529	0	0.00497137403173931	0.0587948851955101	0.0062197521117686	0.00875083429566707	0.0257655158950176	0.00168407924718969	0.0129034726445743	0.0554741630941787	0.018052771286188	0.0727381229720153
RPTEC_R3_3	0.0175352734366069	0.0034999311841682	0.0189994276774243	0.0327532466756766	0.0145381503726894	0.00334298477170487	0.00497137403173931	0	0.0538291904916099	0.00124839238792251	0.00377952112215933	0.0207951187418321	0.00665543253145713	0.00793228651700674	0.0505078244342668	0.0130818295950823	0.0677755432663403
RPTEC_R4_1	0.0363061716191466	0.0503326696209784	0.0728015680929432	0.0865266365561276	0.0393020514934054	0.0571684645338889	0.0587948851955101	0.0538291904916099	0	0.052582070113847	0.0500533312417276	0.0330472833535883	0.0604767964402955	0.0459039400065488	0.00332456117538954	0.0407576421724286	0.0139642721114734
RPTEC_R4_2	0.0162870116063773	0.0022515424254924	0.0202476405953791	0.0340011151057134	0.0132898464455312	0.00459137006377524	0.0062197521117686	0.00124839238792251	0.052582070113847	0	0.00253113313943851	0.0195469118635615	0.00790380055501662	0.00668391848851854	0.0492605517792552	0.0118335081378063	0.0665291657020691
RPTEC_R4_3	0.0137560857253121	0.000279591300458395	0.0227783384614353	0.0365310661794529	0.0107588457777772	0.00712247261537373	0.00875083429566707	0.00377952112215933	0.0500533312417276	0.00253113313943851	0	0.0170160859123099	0.010434856408526	0.00415281115393885	0.0467315157425495	0.00930247706278693	0.0640018844882595
RPTEC_R5_1	0.00326027648442265	0.0172956472220768	0.0397887374202431	0.0535347855476871	0.00625765547760427	0.024137488641767	0.0257655158950176	0.0207951187418321	0.0330472833535883	0.0195469118635615	0.0170160859123099	0	0.0274491567903089	0.0128636053519966	0.0297238697139958	0.00771405185260221	0.0470039645755495
RPTEC_R5_2	0.0241896679310863	0.0101552760631417	0.0123445812900449	0.0260999692140858	0.021192827698277	0.003312475175642	0.00168407924718969	0.00665543253145713	0.0604767964402955	0.00790380055501662	0.010434856408526	0.0274491567903089	0	0.0145874343972599	0.0571563061357881	0.0197366287664365	0.07441892194712
RPTEC_R5_3	0.00960347441135109	0.00443240056647036	0.0269302034541367	0.0406815663726772	0.00660614229863373	0.0112751609768399	0.0129034726445743	0.00793228651700674	0.0459039400065488	0.00668391848851854	0.00415281115393885	0.0128636053519966	0.0145874343972599	0	0.0425816704523923	0.00514973853602185	0.0598547447474222
RPTEC_Root1_1	0.0329830105816559	0.0470108861858366	0.0694829895258199	0.0832106346000617	0.0359791450238833	0.0538475248790866	0.0554741630941787	0.0505078244342668	0.00332456117538954	0.0492605517792552	0.0467315157425495	0.0297238697139958	0.0571563061357881	0.0425816704523923	0	0.037434867138644	0.0172885539275607
RPTEC_Root1_2	0.00445381575372219	0.00958205924476361	0.0320782982960043	0.0458277297325557	0.00145642175615254	0.0164245500932071	0.018052771286188	0.0130818295950823	0.0407576421724286	0.0118335081378063	0.00930247706278693	0.00771405185260221	0.0197366287664365	0.00514973853602185	0.037434867138644	0	0.0547109980814876
RPTEC_Root1_3	0.0502615198398569	0.0642810650349313	0.0867346525111441	0.10044778379441	0.0532560807051501	0.0711127503167139	0.0727381229720153	0.0677755432663403	0.0139642721114734	0.0665291657020691	0.0640018844882595	0.0470039645755495	0.07441892194712	0.0598547447474222	0.0172885539275607	0.0547109980814876	0
